countryiso3code,country_name,internet_usage_pct,internet_usage_pct_year,mobile_subscriptions_per_100_year,mobile_subscriptions_per_100,population_year,population,gdp_per_capita_year,gdp_per_capita,rural_population_pct_year,rural_population_pct,latest_year,earliest_year,year_spread,complete_core_data,usage_gap_pp,population_affected_est,gap_score,population_impact_score,rural_score,economic_vulnerability_score,priority_score,priority_band,data_confidence,priority_score_alt,rank_base,rank_alt,rank_change,diagnostic_segment,display_rank
ARG,Argentina,89.66715228,2024,2024,140.234979049333,2025,45851378.0,2025,14898.0885943842,2025,7.64807783848271,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,9.803921568627452,37.745098039215684,26.384803921568626,Lower,High,26.384803921568626,164.0,164.0,0.0,Usage / adoption investigation,164
NRU,Naoero,83.01170349,2024,2022,87.1705787645115,2025,12025.0,2025,14639.5046929186,2025,0.0,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,39.70588235294118,25.674019607843135,Lower,Medium,25.67401960784314,165.0,165.0,0.0,Mixed barriers — investigate,165
AUT,Austria,91.92573373,2025,2024,124.45929984531,2025,9208163.0,2025,62930.0351324599,2025,30.2847847633647,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,41.17647058823529,8.82352941176471,25.306372549019606,Lower,High,25.30637254901961,166.0,166.0,0.0,Usage / adoption investigation,166
IRL,Ireland,97.18769836,2024,2024,112.638817343502,2025,5484367.0,2025,131592.462547877,2025,35.4124206243832,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,49.50980392156863,1.9607843137254974,25.183823529411764,Lower,High,25.183823529411768,167.0,167.0,0.0,Mixed barriers — investigate,167
FIN,Finland,93.72405196,2024,2024,125.860954798649,2025,5646436.0,2025,56148.580949046,2025,25.4752155680152,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,33.33333333333333,12.74509803921569,24.91421568627451,Lower,High,24.914215686274513,168.0,168.0,0.0,Usage / adoption investigation,168
KOR,"Korea, Rep.",97.89563777,2024,2024,172.520241179065,2025,51684564.0,2025,36226.9663637512,2025,18.8259736693326,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,23.52941176470588,20.09803921568627,24.914215686274506,Lower,High,24.91421568627451,169.0,169.0,0.0,Usage / adoption investigation,169
SAU,Saudi Arabia,100.0,2024,2024,159.541370566589,2025,36973555.0,2025,34536.6555456551,2025,15.3876878937815,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,20.098039215686274,21.568627450980387,24.69362745098039,Lower,High,24.693627450980394,170.0,170.0,0.0,Usage / adoption investigation,170
ESP,Spain,95.7574516,2024,2024,130.260997343256,2025,49355143.0,2025,38627.2472148623,2025,19.4850748960862,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,24.019607843137255,18.627450980392155,24.69362745098039,Lower,High,24.693627450980394,170.0,170.0,0.0,Usage / adoption investigation,171
FRA,France,88.65381638,2024,2023,116.687800394775,2025,68720337.0,2025,48985.7307807924,2025,21.1550349436416,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,28.431372549019606,15.196078431372555,24.669117647058826,Lower,Medium,24.669117647058826,172.0,172.0,0.0,Usage / adoption investigation,172
BHS,"Bahamas, The",92.47270203,2024,2024,96.6798992232414,2025,403033.0,2024,39455.4466548546,2025,18.6690827983972,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,23.03921568627451,18.137254901960787,24.448529411764707,Lower,High,24.44852941176471,173.0,173.0,0.0,Mixed barriers — investigate,173
URY,Uruguay,91.99109007,2024,2024,145.501755749445,2025,3384688.0,2025,25215.8238152781,2025,4.3462807895915,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,6.862745098039216,29.90196078431373,24.375,Lower,High,24.375000000000004,174.0,174.0,0.0,Usage / adoption investigation,174
NZL,New Zealand,93.51930237,2024,2024,130.093457083544,2025,5324700.0,2025,49591.0405731713,2025,16.0021484225269,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,20.588235294117645,14.705882352941174,23.394607843137255,Lower,High,23.394607843137255,175.0,175.0,0.0,Usage / adoption investigation,175
CAN,Canada,94.353302,2024,2024,94.1059718794246,2025,41651653.0,2025,55697.6639660837,2025,17.1242979746114,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,22.058823529411764,13.235294117647058,23.32107843137255,Lower,High,23.321078431372552,176.0,176.0,0.0,Mixed barriers — investigate,176
JPN,Japan,85.54153081,2024,2023,178.432441299977,2025,123366734.0,2025,35951.0449549304,2025,7.6998550579214,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,10.294117647058822,20.588235294117652,23.026960784313722,Lower,Medium,23.02696078431373,177.0,177.0,0.0,Usage / adoption investigation,177
ARE,United Arab Emirates,100.0,2024,2024,203.206410299544,2025,11513149.0,2024,50273.5126243239,2025,14.0382358675983,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,18.627450980392158,14.215686274509807,23.002450980392155,Lower,High,23.002450980392158,178.0,178.0,0.0,Usage / adoption investigation,178
GBR,United Kingdom,95.4720993,2024,2024,121.643331373201,2025,69487000.0,2025,57601.9621201954,2025,16.676391921729,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,21.568627450980394,11.764705882352942,22.953431372549016,Lower,High,22.95343137254902,179.0,179.0,0.0,Usage / adoption investigation,179
BHR,Bahrain,100.0,2024,2024,159.536143577452,2025,1600366.0,2025,30596.5794898885,2025,0.0,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,25.0,22.7328431372549,Lower,High,22.732843137254903,180.0,180.0,0.0,Usage / adoption investigation,180
DEU,Germany,93.49999579,2024,2024,129.150921864378,2025,83491249.0,2025,60496.4350820414,2025,17.86177794638,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,22.54901960784314,9.803921568627445,22.708333333333332,Lower,High,22.708333333333336,181.0,181.0,0.0,Usage / adoption investigation,181
KWT,Kuwait,100.0,2025,2023,167.68428501222,2025,4865298.0,2025,32312.3119953634,2025,0.0,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,23.529411764705884,22.438725490196077,Lower,Medium,22.43872549019608,182.0,182.0,0.0,Usage / adoption investigation,182
AND,Andorra,94.39759827,2024,2024,155.692108667529,2025,82904.0,2025,54291.5026031052,2025,11.0507327716871,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,14.705882352941178,13.725490196078425,22.316176470588232,Lower,High,22.31617647058824,183.0,183.0,0.0,Usage / adoption investigation,183
PRI,Puerto Rico (US),87.29178106,2022,2024,126.426375391555,2025,3184835.0,2025,40620.1526923687,2025,5.6595163401108,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,8.333333333333332,17.64705882352942,22.144607843137255,Lower,Medium,22.14460784313726,184.0,184.0,0.0,Usage / adoption investigation,184
USA,United States,94.69380188,2024,2024,113.190481805755,2025,341784857.0,2025,90026.5163005744,2025,19.8078266972131,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,24.509803921568626,4.901960784313729,22.02205882352941,Lower,High,22.022058823529413,185.0,185.0,0.0,Mixed barriers — investigate,185
BEL,Belgium,95.77579144,2024,2024,103.90465332676,2025,11941781.0,2025,60750.2735864647,2025,12.3273916885351,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,17.647058823529413,9.313725490196077,21.875,Lower,High,21.875000000000004,186.0,186.0,0.0,Mixed barriers — investigate,186
AUS,Australia,96.13140106,2024,2024,112.581025002429,2025,27614411.0,2025,65129.7227990563,2025,12.2807327333667,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,17.15686274509804,7.843137254901961,21.50735294117647,Lower,High,21.507352941176475,187.0,187.0,0.0,Mixed barriers — investigate,187
MLT,Malta,93.86029816,2024,2024,142.070062100751,2025,579704.0,2025,47906.9000057635,2025,4.3194143350407,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,6.372549019607843,15.686274509803923,21.458333333333332,Lower,High,21.458333333333336,188.0,188.0,0.0,Usage / adoption investigation,188
NOR,Norway,99.0,2024,2024,109.348606513576,2025,5610870.0,2025,94594.1929573987,2025,16.4294212291674,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,21.07843137254902,4.411764705882348,21.409313725490193,Lower,High,21.409313725490197,189.0,189.0,0.0,Mixed barriers — investigate,189
SWE,Sweden,95.76629783,2025,2024,140.686673016562,2025,10596620.0,2025,63133.2126736715,2025,10.9221322210445,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,14.215686274509803,8.333333333333343,21.16421568627451,Lower,High,21.164215686274513,190.0,190.0,0.0,Usage / adoption investigation,190
ISR,Israel,88.18242225,2024,2024,177.393104798636,2025,10122800.0,2025,60336.8477964194,2025,8.42169391336721,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,11.27450980392157,10.294117647058826,21.11519607843137,Lower,High,21.115196078431374,191.0,191.0,0.0,Usage / adoption investigation,191
CHE,Switzerland,97.32103855,2025,2024,129.471369643132,2025,9092436.0,2025,114769.012314293,2025,14.2727842197244,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,19.11764705882353,2.4509803921568647,20.723039215686274,Lower,High,20.723039215686278,192.0,192.0,0.0,Usage / adoption investigation,192
DNK,Denmark,99.76915157,2024,2024,126.686532566268,2025,6009169.0,2025,76970.1535217919,2025,11.1541564107311,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,15.196078431372548,5.392156862745097,20.72303921568627,Lower,High,20.723039215686278,193.0,192.0,1.0,Usage / adoption investigation,193
SMR,San Marino,97.35220337,2024,2022,120.269873863303,2025,34109.0,2023,59871.3288101478,2025,2.8129745828427,2025,2022,3,True,0.0,0.0,26.715686274509803,26.715686274509803,5.392156862745098,10.784313725490193,20.330882352941174,Lower,Medium,20.330882352941178,194.0,194.0,0.0,Usage / adoption investigation,194
HKG,"Hong Kong SAR, China",95.75536971,2024,2024,364.848981963231,2025,7498900.0,2025,56983.0663059906,2025,0.0,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,12.25490196078431,20.18382352941176,Lower,High,20.183823529411764,195.0,195.0,0.0,Usage / adoption investigation,195
NLD,Netherlands,97.00679779,2024,2024,128.538765867661,2025,18087633.0,2025,73683.917132794,2025,4.06140965188089,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,5.88235294117647,6.862745098039213,19.620098039215684,Lower,High,19.620098039215687,196.0,196.0,0.0,Usage / adoption investigation,196
QAT,Qatar,98.08540344,2024,2024,153.612474384296,2025,2972215.0,2025,72524.9066385222,2025,0.640657230368802,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,4.901960784313726,7.35294117647058,19.571078431372545,Lower,High,19.57107843137255,197.0,197.0,0.0,Usage / adoption investigation,197
ISL,Iceland,98.209198,2024,2024,120.927513243653,2025,392404.0,2025,98323.4849517418,2025,5.7820679808883,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,8.823529411764707,3.9215686274509807,19.473039215686274,Lower,High,19.473039215686278,198.0,198.0,0.0,Usage / adoption investigation,198
MAC,"Macao SAR, China",89.82640076,2024,2024,201.136947388589,2025,685900.0,2025,75901.7461294198,2025,0.0,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,5.882352941176478,18.909313725490197,Lower,High,18.9093137254902,199.0,199.0,0.0,Usage / adoption investigation,199
LUX,Luxembourg,99.12902211,2025,2023,144.474949556306,2025,686970.0,2025,147252.179121515,2025,5.1158270401413,2025,2023,2,True,0.0,0.0,26.715686274509803,26.715686274509803,7.8431372549019605,0.9803921568627345,18.737745098039213,Lower,Medium,18.737745098039216,200.0,200.0,0.0,Usage / adoption investigation,200
SGP,Singapore,94.37757178,2024,2024,170.78256295407,2025,6111175.0,2025,98813.9788172877,2025,0.0,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,3.4313725490196134,18.419117647058822,Lower,High,18.419117647058826,201.0,201.0,0.0,Usage / adoption investigation,201
CYM,Cayman Islands,81.0676932508161,2017,2022,139.314997695241,2025,75844.0,2024,104292.900672109,2025,0.0,2025,2017,8,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,2.941176470588232,18.321078431372545,Lower,Low,18.32107843137255,202.0,202.0,0.0,Usage / adoption investigation,202
BMU,Bermuda,98.37,2017,2024,96.6767745528807,2025,64555.0,2024,142250.433195123,2025,0.0,2025,2017,8,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,1.470588235294116,18.026960784313722,Lower,Low,18.026960784313726,203.0,203.0,0.0,Mixed barriers — investigate,203
MCO,Monaco,99.04489899,2024,2024,107.400792109963,2025,38341.0,2024,288001.574856495,2025,0.0,2025,2024,1,True,0.0,0.0,26.715686274509803,26.715686274509803,2.450980392156863,0.0,17.7328431372549,Lower,High,17.732843137254903,204.0,204.0,0.0,Mixed barriers — investigate,204
